jsp	line	body	candidate_sysop_html	candidate_front_html	exists_sysop	exists_front
public_html\sysop\complete\complete_user.jsp	274	complete.complete_user	public_html\\sysop\\html\\complete\\complete_user.html	public_html\\html\\complete\\complete_user.html	True	False
public_html\sysop\exam\exam_preview.jsp	105	exam.exam_preview	public_html\\sysop\\html\\exam\\exam_preview.html	public_html\\html\\exam\\exam_preview.html	True	False
public_html\sysop\webtv\file_upload.jsp	69	webtv.file_upload	public_html\\sysop\\html\\webtv\\file_upload.html	public_html\\html\\webtv\\file_upload.html	True	False
public_html\sysop\site\site_config.jsp	43	site.site_config	public_html\\sysop\\html\\site\\site_config.html	public_html\\html\\site\\site_config.html	True	False
public_html\sysop\webtv\file_movie.jsp	51	webtv.file_movie	public_html\\sysop\\html\\webtv\\file_movie.html	public_html\\html\\webtv\\file_movie.html	True	False
public_html\sysop\complete\complete_no.jsp	30	complete.complete_no	public_html\\sysop\\html\\complete\\complete_no.html	public_html\\html\\complete\\complete_no.html	True	False
public_html\sysop\webtv\file_image.jsp	67	webtv.file_image	public_html\\sysop\\html\\webtv\\file_image.html	public_html\\html\\webtv\\file_image.html	True	False
public_html\sysop\exam\exam_list.jsp	79	exam.exam_list	public_html\\sysop\\html\\exam\\exam_list.html	public_html\\html\\exam\\exam_list.html	True	False
public_html\sysop\content\place_category.jsp	90	content.place_category	public_html\\sysop\\html\\content\\place_category.html	public_html\\html\\content\\place_category.html	True	False
public_html\sysop\stat\webtv_stat.jsp	92	stat.webtv_stat	public_html\\sysop\\html\\stat\\webtv_stat.html	public_html\\html\\stat\\webtv_stat.html	True	False
public_html\sysop\webtv\category_tree.jsp	28	webtv.category_tree	public_html\\sysop\\html\\webtv\\category_tree.html	public_html\\html\\webtv\\category_tree.html	True	False
public_html\sysop\stat\webtv_dept.jsp	93	stat.webtv_dept	public_html\\sysop\\html\\stat\\webtv_dept.html	public_html\\html\\stat\\webtv_dept.html	True	False
public_html\sysop\webtv\category_select.jsp	30	webtv.category_select	public_html\\sysop\\html\\webtv\\category_select.html	public_html\\html\\webtv\\category_select.html	True	False
public_html\sysop\content\lesson_select.jsp	44	content.lesson_select	public_html\\sysop\\html\\content\\lesson_select.html	public_html\\html\\content\\lesson_select.html	True	False
public_html\sysop\complete\certificate_all.jsp	127	page.certificate	public_html\\sysop\\html\\page\\certificate.html	public_html\\html\\page\\certificate.html	False	True
public_html\sysop\stat\sales_month.jsp	127	stat.sales_month	public_html\\sysop\\html\\stat\\sales_month.html	public_html\\html\\stat\\sales_month.html	True	False
public_html\sysop\webtv\category_modify.jsp	120	webtv.category_insert	public_html\\sysop\\html\\webtv\\category_insert.html	public_html\\html\\webtv\\category_insert.html	True	False
public_html\sysop\library\library_modify.jsp	78	library.library_insert	public_html\\sysop\\html\\library\\library_insert.html	public_html\\html\\library\\library_insert.html	True	False
public_html\sysop\content\lesson_move.jsp	87	content.lesson_move	public_html\\sysop\\html\\content\\lesson_move.html	public_html\\html\\content\\lesson_move.html	True	False
public_html\sysop\complete\certificate.jsp	123	page.certificate	public_html\\sysop\\html\\page\\certificate.html	public_html\\html\\page\\certificate.html	False	True
public_html\sysop\stat\sales_day.jsp	133	stat.sales_day	public_html\\sysop\\html\\stat\\sales_day.html	public_html\\html\\stat\\sales_day.html	True	False
public_html\sysop\exam\category_select.jsp	31	exam.category_select	public_html\\sysop\\html\\exam\\category_select.html	public_html\\html\\exam\\category_select.html	True	False
public_html\sysop\library\library_list.jsp	74	library.library_list	public_html\\sysop\\html\\library\\library_list.html	public_html\\html\\library\\library_list.html	True	False
public_html\sysop\webtv\category_list.jsp	8	webtv.category_list	public_html\\sysop\\html\\webtv\\category_list.html	public_html\\html\\webtv\\category_list.html	True	False
public_html\sysop\content\lesson_modify.jsp	156	content.lesson_insert	public_html\\sysop\\html\\content\\lesson_insert.html	public_html\\html\\content\\lesson_insert.html	True	False
public_html\sysop\content\lesson_modify.jsp	157	content.lesson_view	public_html\\sysop\\html\\content\\lesson_view.html	public_html\\html\\content\\lesson_view.html	True	False
public_html\sysop\content\content_upload.jsp	39	content.content_upload	public_html\\sysop\\html\\content\\content_upload.html	public_html\\html\\content\\content_upload.html	True	False
public_html\sysop\exam\call_exam_assign.jsp	50	exam.call_exam_assign	public_html\\sysop\\html\\exam\\call_exam_assign.html	public_html\\html\\exam\\call_exam_assign.html	True	False
public_html\sysop\stat\sales_course_20191119.jsp	163	stat.sales_course	public_html\\sysop\\html\\stat\\sales_course.html	public_html\\html\\stat\\sales_course.html	True	False
public_html\sysop\library\library_insert.jsp	49	library.library_insert	public_html\\sysop\\html\\library\\library_insert.html	public_html\\html\\library\\library_insert.html	True	False
public_html\sysop\webtv\category_insert.jsp	90	webtv.category_insert	public_html\\sysop\\html\\webtv\\category_insert.html	public_html\\html\\webtv\\category_insert.html	True	False
public_html\sysop\content\lesson_list.jsp	78	content.lesson_list	public_html\\sysop\\html\\content\\lesson_list.html	public_html\\html\\content\\lesson_list.html	True	False
public_html\sysop\content\content_select.jsp	78	content.content_select	public_html\\sysop\\html\\content\\content_select.html	public_html\\html\\content\\content_select.html	True	False
public_html\sysop\stat\sales_course.jsp	166	stat.sales_course	public_html\\sysop\\html\\stat\\sales_course.html	public_html\\html\\stat\\sales_course.html	True	False
public_html\sysop\sms\template_modify.jsp	53	sms.template_insert	public_html\\sysop\\html\\sms\\template_insert.html	public_html\\html\\sms\\template_insert.html	True	False
public_html\sysop\stat\refund_month.jsp	157	stat.refund_month	public_html\\sysop\\html\\stat\\refund_month.html	public_html\\html\\stat\\refund_month.html	True	False
public_html\sysop\content\content_modify.jsp	50	content.content_insert	public_html\\sysop\\html\\content\\content_insert.html	public_html\\html\\content\\content_insert.html	True	False
public_html\sysop\content\lesson_insert.jsp	188	content.lesson_insert	public_html\\sysop\\html\\content\\lesson_insert.html	public_html\\html\\content\\lesson_insert.html	True	False
public_html\sysop\sms\template_list.jsp	53	sms.template_list	public_html\\sysop\\html\\sms\\template_list.html	public_html\\html\\sms\\template_list.html	True	False
public_html\sysop\webtv\category_change.jsp	35	webtv.category_change	public_html\\sysop\\html\\webtv\\category_change.html	public_html\\html\\webtv\\category_change.html	True	False
public_html\sysop\stat\refund_day.jsp	162	stat.refund_day	public_html\\sysop\\html\\stat\\refund_day.html	public_html\\html\\stat\\refund_day.html	True	False
public_html\sysop\content\content_list.jsp	61	content.content_list	public_html\\sysop\\html\\content\\content_list.html	public_html\\html\\content\\content_list.html	True	False
public_html\sysop\sms\template_insert.jsp	51	sms.template_insert	public_html\\sysop\\html\\sms\\template_insert.html	public_html\\html\\sms\\template_insert.html	True	False
public_html\sysop\webtv\category_all_modify.jsp	79	webtv.category_insert	public_html\\sysop\\html\\webtv\\category_insert.html	public_html\\html\\webtv\\category_insert.html	True	False
public_html\sysop\stat\refund_course.jsp	181	stat.refund_course	public_html\\sysop\\html\\stat\\refund_course.html	public_html\\html\\stat\\refund_course.html	True	False
public_html\sysop\content\content_insert.jsp	48	content.content_insert	public_html\\sysop\\html\\content\\content_insert.html	public_html\\html\\content\\content_insert.html	True	False
public_html\sysop\content\lesson_course.jsp	30	content.lesson_course	public_html\\sysop\\html\\content\\lesson_course.html	public_html\\html\\content\\lesson_course.html	True	False
public_html\sysop\stat\order_month.jsp	151	stat.order_month	public_html\\sysop\\html\\stat\\order_month.html	public_html\\html\\stat\\order_month.html	True	False
public_html\sysop\webtv\attach.jsp	90	webtv.attach	public_html\\sysop\\html\\webtv\\attach.html	public_html\\html\\webtv\\attach.html	True	False
public_html\sysop\sms\sms_modify.jsp	116	sms.sms_insert	public_html\\sysop\\html\\sms\\sms_insert.html	public_html\\html\\sms\\sms_insert.html	True	False
public_html\sysop\stat\order_day.jsp	156	stat.order_day	public_html\\sysop\\html\\stat\\order_day.html	public_html\\html\\stat\\order_day.html	True	False
public_html\sysop\content\file_upload.jsp	69	content.file_upload	public_html\\sysop\\html\\content\\file_upload.html	public_html\\html\\content\\file_upload.html	True	False
public_html\sysop\sms\sms_list.jsp	62	sms.sms_list	public_html\\sysop\\html\\sms\\sms_list.html	public_html\\html\\sms\\sms_list.html	True	False
public_html\sysop\stat\order_course.jsp	160	stat.order_course	public_html\\sysop\\html\\stat\\order_course.html	public_html\\html\\stat\\order_course.html	True	False
public_html\sysop\course\category_select.jsp	30	course.category_select	public_html\\sysop\\html\\course\\category_select.html	public_html\\html\\course\\category_select.html	True	False
public_html\sysop\course\category_all_modify.jsp	80	course.category_insert	public_html\\sysop\\html\\course\\category_insert.html	public_html\\html\\course\\category_insert.html	True	False
public_html\sysop\sms\sms_insert.jsp	89	sms.sms_insert	public_html\\sysop\\html\\sms\\sms_insert.html	public_html\\html\\sms\\sms_insert.html	True	False
public_html\sysop\course\category_modify.jsp	120	course.category_insert	public_html\\sysop\\html\\course\\category_insert.html	public_html\\html\\course\\category_insert.html	True	False
public_html\sysop\sms\sms_group_modify.jsp	124	sms.sms_group_insert	public_html\\sysop\\html\\sms\\sms_group_insert.html	public_html\\html\\sms\\sms_group_insert.html	True	False
public_html\sysop\course\category_list.jsp	8	course.category_list	public_html\\sysop\\html\\course\\category_list.html	public_html\\html\\course\\category_list.html	True	False
public_html\sysop\sms\sms_group_insert.jsp	116	sms.sms_group_insert	public_html\\sysop\\html\\sms\\sms_group_insert.html	public_html\\html\\sms\\sms_group_insert.html	True	False
public_html\sysop\course\category_insert.jsp	69	course.category_insert	public_html\\sysop\\html\\course\\category_insert.html	public_html\\html\\course\\category_insert.html	True	False
public_html\sysop\shortcut\shortcut_list.jsp	49	shortcut.shortcut_list	public_html\\sysop\\html\\shortcut\\shortcut_list.html	public_html\\html\\shortcut\\shortcut_list.html	True	False
public_html\sysop\sms\sms_excel.jsp	136	sms.sms_excel	public_html\\sysop\\html\\sms\\sms_excel.html	public_html\\html\\sms\\sms_excel.html	True	False
public_html\sysop\shortcut\pop_shortcut_modify.jsp	51	shortcut.pop_shortcut_insert	public_html\\sysop\\html\\shortcut\\pop_shortcut_insert.html	public_html\\html\\shortcut\\pop_shortcut_insert.html	True	False
public_html\sysop\course\course_copy.jsp	119	course.course_copy	public_html\\sysop\\html\\course\\course_copy.html	public_html\\html\\course\\course_copy.html	True	False
public_html\sysop\shortcut\pop_shortcut_insert.jsp	48	shortcut.pop_shortcut_insert	public_html\\sysop\\html\\shortcut\\pop_shortcut_insert.html	public_html\\html\\shortcut\\pop_shortcut_insert.html	True	False
public_html\sysop\course\answer.jsp	151	course.answer	public_html\\sysop\\html\\course\\answer.html	public_html\\html\\course\\answer.html	True	False
public_html\sysop\sms\send_list.jsp	62	sms.send_list	public_html\\sysop\\html\\sms\\send_list.html	public_html\\html\\sms\\send_list.html	True	False
public_html\sysop\sms\pop_sms.jsp	111	sms.pop_sms	public_html\\sysop\\html\\sms\\pop_sms.html	public_html\\html\\sms\\pop_sms.html	True	False
public_html\sysop\course\category_tree.jsp	14	course.category_tree	public_html\\sysop\\html\\course\\category_tree.html	public_html\\html\\course\\category_tree.html	True	False
public_html\sysop\lesson\_lesson_modify.jsp	83	lesson.lesson_insert	public_html\\sysop\\html\\lesson\\lesson_insert.html	public_html\\html\\lesson\\lesson_insert.html	False	False
public_html\sysop\sms\pop_biz_sms.jsp	58	sms.pop_biz_sms	public_html\\sysop\\html\\sms\\pop_biz_sms.html	public_html\\html\\sms\\pop_biz_sms.html	True	False
public_html\sysop\webpage\webpage_view.jsp	23	webpage.webpage_view	public_html\\sysop\\html\\webpage\\webpage_view.html	public_html\\html\\webpage\\webpage_view.html	True	False
public_html\sysop\course\course_main.jsp	120	course.course_main	public_html\\sysop\\html\\course\\course_main.html	public_html\\html\\course\\course_main.html	True	False
public_html\sysop\lesson\_lesson_insert.jsp	74	lesson.lesson_insert	public_html\\sysop\\html\\lesson\\lesson_insert.html	public_html\\html\\lesson\\lesson_insert.html	False	False
public_html\sysop\webpage\webpage_modify.jsp	71	webpage.webpage_insert	public_html\\sysop\\html\\webpage\\webpage_insert.html	public_html\\html\\webpage\\webpage_insert.html	True	False
public_html\sysop\course\course_list.jsp	114	course.course_list	public_html\\sysop\\html\\course\\course_list.html	public_html\\html\\course\\course_list.html	True	True
public_html\sysop\sms\bizsms_list.jsp	57	sms.bizsms_list	public_html\\sysop\\html\\sms\\bizsms_list.html	public_html\\html\\sms\\bizsms_list.html	True	False
public_html\sysop\crm\webtv_log_list.jsp	39	crm.webtv_log_list	public_html\\sysop\\html\\crm\\webtv_log_list.html	public_html\\html\\crm\\webtv_log_list.html	True	False
public_html\sysop\webpage\webpage_list.jsp	51	webpage.webpage_list	public_html\\sysop\\html\\webpage\\webpage_list.html	public_html\\html\\webpage\\webpage_list.html	True	False
public_html\sysop\course\course_lesson.jsp	298	course.course_lesson	public_html\\sysop\\html\\course\\course_lesson.html	public_html\\html\\course\\course_lesson.html	True	False
public_html\sysop\lesson\lesson_select.jsp	73	lesson.lesson_select	public_html\\sysop\\html\\lesson\\lesson_select.html	public_html\\html\\lesson\\lesson_select.html	True	False
public_html\sysop\sms\auto_preview.jsp	160	sms.auto_preview	public_html\\sysop\\html\\sms\\auto_preview.html	public_html\\html\\sms\\auto_preview.html	True	False
public_html\sysop\crm\user_view.jsp	54	crm.user_view	public_html\\sysop\\html\\crm\\user_view.html	public_html\\html\\crm\\user_view.html	True	False
public_html\sysop\webpage\webpage_insert.jsp	67	webpage.webpage_insert	public_html\\sysop\\html\\webpage\\webpage_insert.html	public_html\\html\\webpage\\webpage_insert.html	True	False
public_html\sysop\course\course_insert.jsp	265	course.course_insert	public_html\\sysop\\html\\course\\course_insert.html	public_html\\html\\course\\course_insert.html	True	False
public_html\sysop\lesson\lesson_sample.jsp	38	lesson.lesson_sample	public_html\\sysop\\html\\lesson\\lesson_sample.html	public_html\\html\\lesson\\lesson_sample.html	True	False
public_html\sysop\sms\auto_modify.jsp	71	sms.auto_insert	public_html\\sysop\\html\\sms\\auto_insert.html	public_html\\html\\sms\\auto_insert.html	True	False
public_html\sysop\crm\user_modify.jsp	296	crm.user_modify	public_html\\sysop\\html\\crm\\user_modify.html	public_html\\html\\crm\\user_modify.html	True	False
public_html\sysop\course\course_evaluation.jsp	189	course.course_evaluation	public_html\\sysop\\html\\course\\course_evaluation.html	public_html\\html\\course\\course_evaluation.html	True	False
public_html\sysop\sms\auto_list.jsp	70	sms.auto_list	public_html\\sysop\\html\\sms\\auto_list.html	public_html\\html\\sms\\auto_list.html	True	False
public_html\sysop\crm\user_loginid_modify.jsp	67	crm.user_loginid_modify	public_html\\sysop\\html\\crm\\user_loginid_modify.html	public_html\\html\\crm\\user_loginid_modify.html	True	False
public_html\sysop\course\course_modify.jsp	645	course.course_insert	public_html\\sysop\\html\\course\\course_insert.html	public_html\\html\\course\\course_insert.html	True	False
public_html\sysop\design\mainpage_modify.jsp	53	design.mainpage_insert	public_html\\sysop\\html\\design\\mainpage_insert.html	public_html\\html\\design\\mainpage_insert.html	True	False
public_html\sysop\lesson\lesson_find.jsp	37	lesson.lesson_find	public_html\\sysop\\html\\lesson\\lesson_find.html	public_html\\html\\lesson\\lesson_find.html	True	False
public_html\sysop\course\course_map.jsp	9	course.course_map	public_html\\sysop\\html\\course\\course_map.html	public_html\\html\\course\\course_map.html	True	False
public_html\sysop\sms\auto_insert.jsp	65	sms.auto_insert	public_html\\sysop\\html\\sms\\auto_insert.html	public_html\\html\\sms\\auto_insert.html	True	False
public_html\sysop\design\mainpage_list.jsp	34	design.mainpage_list	public_html\\sysop\\html\\design\\mainpage_list.html	public_html\\html\\design\\mainpage_list.html	True	False
public_html\sysop\crm\uinfo.jsp	21	crm.uinfo	public_html\\sysop\\html\\crm\\uinfo.html	public_html\\html\\crm\\uinfo.html	True	False
public_html\sysop\coupon\pop_group_insert.jsp	80	coupon.pop_group_insert	public_html\\sysop\\html\\coupon\\pop_group_insert.html	public_html\\html\\coupon\\pop_group_insert.html	True	False
public_html\sysop\crm\stat.jsp	6	crm.stat	public_html\\sysop\\html\\crm\\stat.html	public_html\\html\\crm\\stat.html	True	False
public_html\sysop\course\course_management.jsp	244	course.course_management	public_html\\sysop\\html\\course\\course_management.html	public_html\\html\\course\\course_management.html	True	False
public_html\sysop\coupon\pop_dept_insert.jsp	71	coupon.pop_dept_insert	public_html\\sysop\\html\\coupon\\pop_dept_insert.html	public_html\\html\\coupon\\pop_dept_insert.html	True	False
public_html\sysop\crm\sms_list.jsp	34	crm.sms_list	public_html\\sysop\\html\\crm\\sms_list.html	public_html\\html\\crm\\sms_list.html	True	False
public_html\sysop\design\mainpage_insert.jsp	46	design.mainpage_insert	public_html\\sysop\\html\\design\\mainpage_insert.html	public_html\\html\\design\\mainpage_insert.html	True	False
public_html\sysop\course\course_main_type.jsp	81	course.course_main_type	public_html\\sysop\\html\\course\\course_main_type.html	public_html\\html\\course\\course_main_type.html	True	False
public_html\sysop\management\exam_user.jsp	183	management.exam_user	public_html\\sysop\\html\\management\\exam_user.html	public_html\\html\\management\\exam_user.html	True	False
public_html\sysop\sms\auto_course.jsp	117	sms.auto_course	public_html\\sysop\\html\\sms\\auto_course.html	public_html\\html\\sms\\auto_course.html	True	False
public_html\sysop\course\forum_select.jsp	62	course.forum_select	public_html\\sysop\\html\\course\\forum_select.html	public_html\\html\\course\\forum_select.html	True	False
public_html\sysop\coupon\coupon_user_list.jsp	159	coupon.coupon_user_list	public_html\\sysop\\html\\coupon\\coupon_user_list.html	public_html\\html\\coupon\\coupon_user_list.html	True	False
public_html\sysop\management\exam_select.jsp	111	management.exam_select	public_html\\sysop\\html\\management\\exam_select.html	public_html\\html\\management\\exam_select.html	True	False
public_html\sysop\crm\qna_view.jsp	75	crm.qna_view	public_html\\sysop\\html\\crm\\qna_view.html	public_html\\html\\crm\\qna_view.html	True	False
public_html\sysop\course\exam_select.jsp	62	course.exam_select	public_html\\sysop\\html\\course\\exam_select.html	public_html\\html\\course\\exam_select.html	True	False
public_html\sysop\coupon\coupon_list.jsp	71	coupon.coupon_list	public_html\\sysop\\html\\coupon\\coupon_list.html	public_html\\html\\coupon\\coupon_list.html	True	False
public_html\sysop\management\exam_modify.jsp	72	management.exam_insert	public_html\\sysop\\html\\management\\exam_insert.html	public_html\\html\\management\\exam_insert.html	True	False
public_html\sysop\crm\qna_list.jsp	36	crm.qna_list	public_html\\sysop\\html\\crm\\qna_list.html	public_html\\html\\crm\\qna_list.html	True	False
public_html\sysop\course\course_user_add.jsp	83	course.course_user_add	public_html\\sysop\\html\\course\\course_user_add.html	public_html\\html\\course\\course_user_add.html	True	False
public_html\sysop\schedule\schedule.jsp	136	schedule.schedule	public_html\\sysop\\html\\schedule\\schedule.html	public_html\\html\\schedule\\schedule.html	True	True
public_html\sysop\management\exam_list.jsp	139	management.exam_list	public_html\\sysop\\html\\management\\exam_list.html	public_html\\html\\management\\exam_list.html	True	False
public_html\sysop\coupon\coupon_insert.jsp	98	coupon.coupon_insert	public_html\\sysop\\html\\coupon\\coupon_insert.html	public_html\\html\\coupon\\coupon_insert.html	True	False
public_html\sysop\crm\order_view.jsp	128	crm.order_view	public_html\\sysop\\html\\crm\\order_view.html	public_html\\html\\crm\\order_view.html	True	False
public_html\sysop\course\course_select.jsp	87	course.course_select	public_html\\sysop\\html\\course\\course_select.html	public_html\\html\\course\\course_select.html	True	False
public_html\sysop\design\layout_modify_2020.jsp	94	design.layout_insert	public_html\\sysop\\html\\design\\layout_insert.html	public_html\\html\\design\\layout_insert.html	True	False
public_html\sysop\schedule\pop_schedule_modify.jsp	47	schedule.pop_schedule_insert	public_html\\sysop\\html\\schedule\\pop_schedule_insert.html	public_html\\html\\schedule\\pop_schedule_insert.html	True	False
public_html\sysop\management\exam_insert.jsp	108	management.exam_insert	public_html\\sysop\\html\\management\\exam_insert.html	public_html\\html\\management\\exam_insert.html	True	False
public_html\sysop\coupon\coupon_add.jsp	57	coupon.coupon_add	public_html\\sysop\\html\\coupon\\coupon_add.html	public_html\\html\\coupon\\coupon_add.html	True	False
public_html\sysop\crm\order_list.jsp	50	crm.order_list	public_html\\sysop\\html\\crm\\order_list.html	public_html\\html\\crm\\order_list.html	True	False
public_html\sysop\design\layout_modify.jsp	60	design.layout_insert	public_html\\sysop\\html\\design\\layout_insert.html	public_html\\html\\design\\layout_insert.html	True	False
public_html\sysop\course\lesson_select.jsp	191	course.lesson_select	public_html\\sysop\\html\\course\\lesson_select.html	public_html\\html\\course\\lesson_select.html	True	False
public_html\sysop\schedule\pop_schedule_insert.jsp	53	schedule.pop_schedule_insert	public_html\\sysop\\html\\schedule\\pop_schedule_insert.html	public_html\\html\\schedule\\pop_schedule_insert.html	True	False
public_html\sysop\management\course_list.jsp	130	management.course_list	public_html\\sysop\\html\\management\\course_list.html	public_html\\html\\management\\course_list.html	True	False
public_html\sysop\course\lesson_sample.jsp	42	course.lesson_sample	public_html\\sysop\\html\\course\\lesson_sample.html	public_html\\html\\course\\lesson_sample.html	True	False
public_html\sysop\design\layout_backup_2020.jsp	71	design.layout_backup	public_html\\sysop\\html\\design\\layout_backup.html	public_html\\html\\design\\layout_backup.html	True	False
public_html\sysop\crm\message_view.jsp	27	crm.message_view	public_html\\sysop\\html\\crm\\message_view.html	public_html\\html\\crm\\message_view.html	True	False
public_html\sysop\management\course_lesson.jsp	129	management.course_lesson	public_html\\sysop\\html\\management\\course_lesson.html	public_html\\html\\management\\course_lesson.html	True	False
public_html\sysop\course\homework_select.jsp	63	course.homework_select	public_html\\sysop\\html\\course\\homework_select.html	public_html\\html\\course\\homework_select.html	True	False
public_html\sysop\course\offline_insert.jsp	175	course.offline_insert	public_html\\sysop\\html\\course\\offline_insert.html	public_html\\html\\course\\offline_insert.html	True	False
public_html\sysop\design\layout_backup.jsp	47	design.layout_backup	public_html\\sysop\\html\\design\\layout_backup.html	public_html\\html\\design\\layout_backup.html	True	False
public_html\sysop\crm\message_sent_view.jsp	27	crm.message_sent_view	public_html\\sysop\\html\\crm\\message_sent_view.html	public_html\\html\\crm\\message_sent_view.html	True	False
public_html\sysop\management\course_auto.jsp	40	management.course_auto	public_html\\sysop\\html\\management\\course_auto.html	public_html\\html\\management\\course_auto.html	True	False
public_html\sysop\course\lesson_video.jsp	288	course.lesson_video	public_html\\sysop\\html\\course\\lesson_video.html	public_html\\html\\course\\lesson_video.html	True	False
public_html\sysop\course\lesson_view.jsp	49	course.lesson_view	public_html\\sysop\\html\\course\\lesson_view.html	public_html\\html\\course\\lesson_view.html	True	False
public_html\sysop\design\layout_attach.jsp	51	design.layout_attach	public_html\\sysop\\html\\design\\layout_attach.html	public_html\\html\\design\\layout_attach.html	True	False
public_html\sysop\crm\message_sent.jsp	31	crm.message_sent	public_html\\sysop\\html\\crm\\message_sent.html	public_html\\html\\crm\\message_sent.html	True	False
public_html\sysop\management\confirm_view.jsp	51	management.confirm_view	public_html\\sysop\\html\\management\\confirm_view.html	public_html\\html\\management\\confirm_view.html	True	False
public_html\sysop\course\package_course_select.jsp	124	course.package_course_select	public_html\\sysop\\html\\course\\package_course_select.html	public_html\\html\\course\\package_course_select.html	True	False
public_html\sysop\course\pop_course_select.jsp	80	course.pop_course_select	public_html\\sysop\\html\\course\\pop_course_select.html	public_html\\html\\course\\pop_course_select.html	True	False
public_html\sysop\management\confirm_list.jsp	93	management.confirm_list	public_html\\sysop\\html\\management\\confirm_list.html	public_html\\html\\management\\confirm_list.html	True	False
public_html\sysop\crm\message_list.jsp	33	crm.message_list	public_html\\sysop\\html\\crm\\message_list.html	public_html\\html\\crm\\message_list.html	True	False
public_html\sysop\course\package_course.jsp	153	course.package_course	public_html\\sysop\\html\\course\\package_course.html	public_html\\html\\course\\package_course.html	True	False
public_html\sysop\course\pop_sdate_modify.jsp	96	course.pop_sdate_modify	public_html\\sysop\\html\\course\\pop_sdate_modify.html	public_html\\html\\course\\pop_sdate_modify.html	True	False
public_html\sysop\management\attend_user.jsp	128	management.attend_user	public_html\\sysop\\html\\management\\attend_user.html	public_html\\html\\management\\attend_user.html	True	False
public_html\sysop\crm\memo_list.jsp	110	crm.memo_list	public_html\\sysop\\html\\crm\\memo_list.html	public_html\\html\\crm\\memo_list.html	True	False
public_html\sysop\course\offline_lesson_select.jsp	45	course.offline_lesson_select	public_html\\sysop\\html\\course\\offline_lesson_select.html	public_html\\html\\course\\offline_lesson_select.html	True	False
public_html\sysop\course\post_comment.jsp	128	course.post_comment	public_html\\sysop\\html\\course\\post_comment.html	public_html\\html\\course\\post_comment.html	True	False
public_html\sysop\crm\main.jsp	129	crm.main	public_html\\sysop\\html\\crm\\main.html	public_html\\html\\crm\\main.html	True	False
public_html\sysop\webftp\ftp_upload.jsp	65	webftp.ftp_upload	public_html\\sysop\\html\\webftp\\ftp_upload.html	public_html\\html\\webftp\\ftp_upload.html	True	False
public_html\sysop\management\attend_qr.jsp	59	management.attend_qr	public_html\\sysop\\html\\management\\attend_qr.html	public_html\\html\\management\\attend_qr.html	True	False
public_html\sysop\course\post_insert.jsp	100	course.post_insert	public_html\\sysop\\html\\course\\post_insert.html	public_html\\html\\course\\post_insert.html	True	False
public_html\sysop\crm\mail_view.jsp	29	crm.mail_view	public_html\\sysop\\html\\crm\\mail_view.html	public_html\\html\\crm\\mail_view.html	True	False
public_html\sysop\management\attend_list_.jsp	41	management.attend_list	public_html\\sysop\\html\\management\\attend_list.html	public_html\\html\\management\\attend_list.html	False	False
public_html\sysop\skin\skin_modify.jsp	86	skin.skin_insert	public_html\\sysop\\html\\skin\\skin_insert.html	public_html\\html\\skin\\skin_insert.html	True	False
public_html\sysop\course\post_list.jsp	96	course.post_list	public_html\\sysop\\html\\course\\post_list.html	public_html\\html\\course\\post_list.html	True	False
public_html\sysop\crm\freepass_list.jsp	84	crm.freepass_list	public_html\\sysop\\html\\crm\\freepass_list.html	public_html\\html\\crm\\freepass_list.html	True	False
public_html\sysop\skin\skin_list.jsp	48	skin.skin_list	public_html\\sysop\\html\\skin\\skin_list.html	public_html\\html\\skin\\skin_list.html	True	False
public_html\sysop\management\attend_excel.jsp	99	management.attend_excel	public_html\\sysop\\html\\management\\attend_excel.html	public_html\\html\\management\\attend_excel.html	True	False
public_html\sysop\webftp\ftp_list.jsp	132	webftp.ftp_list	public_html\\sysop\\html\\webftp\\ftp_list.html	public_html\\html\\webftp\\ftp_list.html	True	False
public_html\sysop\crm\mail_list.jsp	37	crm.mail_list	public_html\\sysop\\html\\crm\\mail_list.html	public_html\\html\\crm\\mail_list.html	True	False
public_html\sysop\crm\download_log_list.jsp	49	crm.download_log_list	public_html\\sysop\\html\\crm\\download_log_list.html	public_html\\html\\crm\\download_log_list.html	True	False
public_html\sysop\crm\course_view.jsp	361	crm.course_view	public_html\\sysop\\html\\crm\\course_view.html	public_html\\html\\crm\\course_view.html	True	False
public_html\sysop\management\attach.jsp	86	management.attach	public_html\\sysop\\html\\management\\attach.html	public_html\\html\\management\\attach.html	True	False
public_html\sysop\skin\skin_insert.jsp	51	skin.skin_insert	public_html\\sysop\\html\\skin\\skin_insert.html	public_html\\html\\skin\\skin_insert.html	True	False
public_html\sysop\webftp\ftp_folder_insert.jsp	63	webftp.ftp_folder_insert	public_html\\sysop\\html\\webftp\\ftp_folder_insert.html	public_html\\html\\webftp\\ftp_folder_insert.html	True	False
public_html\sysop\crm\cqna_view.jsp	80	crm.cqna_view	public_html\\sysop\\html\\crm\\cqna_view.html	public_html\\html\\crm\\cqna_view.html	True	False
public_html\sysop\crm\course_list.jsp	97	crm.course_list	public_html\\sysop\\html\\crm\\course_list.html	public_html\\html\\crm\\course_list.html	True	False
public_html\sysop\crm\log_list.jsp	55	crm.log_list	public_html\\sysop\\html\\crm\\log_list.html	public_html\\html\\crm\\log_list.html	True	False
